"200","The","ame","nt ","ng ","s t","he ","e o","f t","men","t a","wit"," th","ge ","e i","ent","str","ion"," of","e b","din","enc","ed ","in "," an","d t","ber","s o","te ","the","mbe",". T","for","by ","en "," to","ce ","on "," 20","ric",", t"," ar","t w","des","ing"," be","ts ","com","tio","ati","r o","ere","d i","n t","era","all","ch ","of ","nd ","ate","d o","and","ist","rat","ive","t o"," pr","ded"," in","fro","y o","er ","se ","to ","one","par","an ","sta"," se","rom"," co","con","ver","es ",", a","e a","ll ","tic","d b","s, "," me","n i","e t","sti","al "," ma","her"," ha","e c","ons","cti"," fo"," wa","iti"," wh","rea","lis","t i","o t","ich"," de"," we","re ","s a","ic ","as ","ect"," Th","eve"," a ","e, ","e p"," wo","rou","inc","ith","out"," pa","ear","rit","tur","res"," is","ity","e s","ite","ly ","sed","rs ","le ","e w"," bo","y t"," st","ste","e. ","ter","ide","th ","or ","s. ","is ","s b","ry ","eat"," re","nce"," 19"," wi","clu","man","om ","was"," at","d a","ica","e f","r t"," di","ty ","ain","est","ove","ut ","art","int","n o","mer"," on","ill","s c","ers","tin","at ","tha","orm","his","ren","tor","t t"," by","nal","hat","s i","n a","der"," as","sin","me ","g t","st ","nti","ran","oun","ted","d s","pro","are","n, ","nte","s w","nat","y, ","ve "," Ma","ns "," al","tra","red","cal"," Co",".  ",". I","nde","e m","ine","ne ","d w"," In"," or","s f"," ba","per","ess","eri"," fr","ase"," hi","age","e e","lin","ial"," fi","has"," He","ali"," Ch","qualityClass"
0,20,2,17,26,23,110,36,14,17,12,21,103,9,24,29,9,62,61,9,6,7,51,51,66,22,4,22,22,103,4,23,17,14,17,28,10,41,2,8,15,20,4,4,20,18,12,11,34,27,2,10,20,28,16,14,16,67,53,44,2,63,8,16,20,7,25,1,47,6,6,43,12,22,9,2,20,9,4,17,37,15,10,40,23,20,6,1,10,29,30,8,17,3,26,19,12,19,27,8,25,26,13,7,10,17,0,19,5,8,14,6,32,35,24,35,18,19,12,35,16,19,1,4,3,28,5,4,10,1,10,9,48,7,21,14,20,20,5,16,6,2,7,15,7,7,22,30,21,19,26,29,7,12,5,22,9,5,23,4,3,13,5,10,9,22,5,11,13,9,8,3,3,4,3,11,8,5,12,5,11,4,13,13,18,13,5,5,7,9,7,5,9,10,12,5,20,3,6,4,20,5,4,20,12,9,17,11,10,4,13,7,4,21,2,10,17,5,6,16,2,6,11,2,16,20,7,8,10,15,8,9,10,15,2,16,8,9,3,9,9,6,6,14,0,10,1,7
1,10,2,15,25,15,69,13,13,4,3,13,74,4,13,28,4,17,43,3,12,3,57,42,42,17,3,13,7,75,1,7,15,2,30,32,36,18,3,4,4,14,4,4,36,17,17,12,21,7,4,10,17,22,7,20,14,42,65,26,4,49,5,7,10,6,24,3,43,15,6,23,13,28,6,6,14,0,20,13,24,10,8,38,15,23,6,6,8,35,5,5,13,9,18,12,16,10,13,4,4,20,7,8,23,11,1,7,2,16,13,6,13,30,3,40,9,13,15,22,16,14,4,5,7,17,3,9,9,8,8,9,12,3,12,3,26,6,10,6,9,3,9,18,15,6,18,5,20,18,17,19,5,6,9,11,4,1,19,6,12,10,6,5,9,8,10,6,11,5,13,11,6,4,4,3,6,5,5,7,6,4,8,11,8,3,8,2,4,4,8,3,10,10,16,8,5,6,10,8,13,7,4,15,11,7,18,11,4,6,6,6,3,10,1,10,10,5,5,5,0,6,2,0,9,8,4,5,3,8,9,2,5,6,8,12,2,2,7,3,5,8,3,4,0,3,2,7
0,7,9,4,16,7,69,11,11,5,4,6,70,1,3,11,2,18,16,7,2,3,52,19,26,17,0,8,3,64,1,14,7,9,10,23,2,13,1,0,5,6,4,6,19,20,11,8,16,4,1,12,6,10,1,8,12,18,35,9,8,26,5,5,4,1,6,0,27,7,5,19,4,18,2,3,10,0,4,4,6,1,7,21,11,10,3,0,6,9,6,3,7,5,6,7,8,16,3,9,2,16,14,11,10,3,1,5,6,3,7,6,16,16,3,22,1,14,1,19,4,3,2,2,6,9,2,4,7,8,1,4,7,0,11,1,12,3,5,5,3,5,1,4,2,2,13,4,7,5,12,12,5,3,2,27,4,0,5,1,3,8,15,5,9,0,6,8,7,0,7,6,2,7,2,6,3,1,7,4,6,1,11,10,6,1,3,2,3,14,5,1,9,8,13,3,7,0,6,7,4,8,1,11,6,8,4,6,4,2,9,2,0,11,14,4,8,4,20,3,0,3,5,1,2,4,4,4,3,4,2,0,3,2,2,8,4,3,1,8,1,1,3,7,4,0,0,7
1,14,7,8,21,9,77,19,10,5,7,8,100,4,10,18,1,19,30,9,1,3,48,17,42,21,13,12,7,97,5,8,5,11,18,25,12,19,2,1,1,8,8,2,20,16,4,6,8,9,10,16,7,11,4,7,12,35,40,10,3,38,6,3,7,6,9,1,41,8,3,35,7,13,3,3,18,5,8,6,15,14,11,8,16,14,10,6,7,17,6,6,15,6,19,5,11,14,4,9,11,5,17,8,10,5,7,6,5,2,7,8,20,11,5,32,3,7,8,23,10,5,5,0,7,10,4,4,5,4,3,2,8,4,10,1,18,10,10,8,9,9,6,8,4,2,13,9,13,9,5,23,6,10,4,11,8,7,8,1,14,6,29,12,9,8,3,9,13,0,7,6,7,7,6,6,3,1,10,3,6,15,7,32,19,15,18,4,17,11,9,6,16,4,18,12,7,1,5,5,7,6,4,1,17,4,10,6,6,6,10,1,4,15,2,3,5,7,5,6,2,1,2,3,7,2,8,2,3,6,5,4,11,7,1,10,4,12,4,5,8,4,9,0,3,4,2,7
9,24,5,17,43,26,230,31,34,10,7,22,206,6,18,41,24,67,104,8,14,6,82,63,90,25,9,26,13,204,7,40,21,31,15,43,10,48,20,5,27,37,4,6,56,21,29,9,40,34,9,17,22,43,8,13,20,102,90,30,9,98,11,13,26,16,21,14,84,8,13,46,8,33,6,8,54,16,18,17,30,23,28,34,24,28,10,8,16,23,4,12,33,18,51,26,14,20,36,14,8,21,36,13,29,6,2,12,13,14,7,9,39,49,9,51,21,46,13,26,26,8,7,9,14,11,10,9,10,7,27,11,23,37,13,9,16,5,8,17,12,7,20,14,14,15,35,13,25,25,23,42,9,14,10,32,19,22,17,9,18,16,24,7,14,4,18,11,5,24,9,33,17,8,21,10,10,11,22,16,10,25,14,14,9,2,11,5,13,6,25,12,5,21,19,13,23,9,8,22,47,13,10,16,17,15,8,25,14,11,5,11,17,10,8,14,18,13,10,8,9,11,18,12,14,12,11,9,11,5,11,7,14,5,5,15,2,11,6,3,9,7,8,12,1,9,3,7
0,10,5,13,21,13,126,22,24,8,8,20,132,1,13,21,3,17,82,9,10,1,48,34,51,27,1,28,13,117,3,22,19,8,19,23,6,27,0,3,12,50,5,1,28,14,14,8,15,11,9,9,15,28,17,18,14,69,48,17,12,44,8,4,5,12,11,1,45,5,6,29,18,17,2,4,33,6,5,7,28,4,3,18,19,29,4,9,11,19,6,12,23,18,30,17,22,27,19,7,4,16,14,6,15,2,3,4,6,2,9,6,28,35,13,31,2,24,5,57,10,7,3,3,9,27,0,12,12,0,5,13,27,4,10,5,23,11,5,12,5,0,9,8,6,12,19,12,23,30,15,30,5,20,0,16,4,3,22,0,11,5,8,2,20,22,12,6,18,3,3,6,6,7,6,7,8,3,13,1,9,15,7,17,2,8,11,1,7,10,6,22,18,8,15,7,12,7,8,3,13,9,5,7,12,9,4,12,4,10,10,3,8,16,2,4,4,3,5,18,0,2,6,4,12,9,1,11,9,21,6,7,8,8,11,6,1,11,0,8,2,2,2,1,2,1,8,7
4,15,9,19,26,11,107,12,18,12,7,6,122,13,5,37,6,31,67,2,4,2,79,41,39,31,11,12,16,110,6,18,18,1,13,30,3,24,12,13,15,4,1,4,29,12,18,9,23,13,5,20,14,14,7,17,7,52,56,24,7,44,2,6,26,1,10,4,37,7,15,32,7,34,5,6,14,15,12,8,21,8,32,17,17,14,5,5,6,15,4,5,19,7,28,9,8,7,18,6,4,20,13,6,10,4,4,3,3,4,5,8,25,20,7,47,5,17,11,25,16,8,6,4,4,7,2,5,9,0,16,17,1,21,20,9,13,3,9,5,10,1,5,19,9,8,18,20,10,15,13,7,5,12,7,23,8,13,11,0,2,5,18,9,18,11,13,4,5,22,5,11,8,3,5,7,7,3,14,5,5,30,12,13,7,5,5,3,6,8,8,5,4,9,6,7,18,2,6,7,15,3,8,4,21,2,14,5,8,7,14,6,3,9,2,6,12,3,6,3,9,3,3,3,5,8,2,1,7,7,4,4,5,6,10,7,4,4,3,6,2,14,9,3,1,0,0,7
3,8,5,7,47,7,74,15,8,9,8,3,65,3,7,20,2,22,29,5,2,4,36,14,25,25,0,10,7,49,0,7,11,3,12,18,7,23,4,3,4,4,4,2,25,16,5,2,9,6,3,5,4,12,4,5,4,22,20,13,2,26,3,2,9,5,10,3,34,2,6,27,5,23,7,4,13,1,5,7,11,5,11,5,10,12,3,0,7,9,6,6,10,0,10,13,8,9,9,4,2,9,15,3,10,3,4,4,4,4,6,4,10,8,5,19,5,6,6,21,3,11,3,4,7,5,5,1,0,2,3,14,4,5,8,0,12,5,6,6,7,2,5,4,8,2,15,20,9,4,7,5,4,1,2,13,3,0,11,2,13,5,10,5,8,3,4,13,3,5,4,6,2,3,4,4,4,3,13,2,4,13,4,6,15,0,3,2,3,14,7,5,13,7,7,6,7,3,3,6,2,8,4,8,13,1,9,9,4,6,1,1,2,6,5,5,4,4,4,2,0,4,4,4,7,5,6,3,7,4,2,4,0,8,0,4,3,12,2,1,2,5,2,2,0,4,6,7
18,20,12,17,57,19,128,17,13,11,11,17,147,12,18,33,5,29,74,13,9,2,109,33,71,36,23,21,27,123,9,20,29,11,18,68,14,58,24,6,17,8,12,0,75,25,17,8,25,24,8,11,6,17,5,17,18,63,45,24,19,68,13,10,11,9,17,10,59,6,4,54,8,54,9,10,47,4,7,14,30,8,12,27,30,27,6,13,14,27,10,8,30,17,24,10,19,33,20,7,7,18,24,9,20,22,6,9,11,11,12,18,19,33,7,51,9,20,7,51,11,17,5,5,8,14,8,8,13,4,7,14,16,10,22,17,34,11,18,20,9,12,3,15,15,12,48,24,17,17,16,15,8,18,12,32,10,0,18,2,7,12,33,16,21,10,12,11,13,11,10,9,5,7,15,10,12,10,32,9,8,29,11,22,30,10,12,8,8,32,15,6,16,9,23,10,19,2,13,12,19,9,7,11,40,5,11,9,10,13,12,10,5,16,6,6,6,7,8,8,2,6,13,7,13,5,14,7,17,9,8,6,8,8,8,13,4,13,13,1,11,7,10,6,5,4,4,7
0,11,5,6,16,6,46,6,5,6,2,5,64,3,3,11,3,11,33,3,1,1,30,10,17,11,2,9,1,52,1,6,4,5,10,15,8,11,0,1,9,1,2,0,28,7,9,2,16,6,1,10,3,6,3,1,2,24,10,7,3,15,15,3,2,4,10,4,14,6,1,11,6,16,2,2,5,3,2,3,8,5,9,3,3,11,3,1,5,5,6,0,13,3,6,1,9,7,6,2,4,4,6,2,5,3,6,2,4,2,4,8,9,8,2,7,1,11,2,12,3,8,0,2,2,1,5,2,2,2,1,8,0,3,6,2,3,4,5,6,4,0,4,2,1,1,9,5,10,8,0,4,0,5,2,15,3,1,6,1,6,0,3,7,8,4,6,3,4,1,7,5,3,5,3,4,4,2,7,6,3,4,5,11,8,1,14,2,1,7,6,6,7,2,8,3,7,1,7,4,10,4,1,2,12,1,3,0,8,6,8,1,0,3,0,4,1,2,5,2,0,3,1,3,0,0,3,0,2,2,2,1,1,2,5,1,0,8,3,3,1,5,2,0,2,2,2,7
1,21,7,11,37,12,97,17,12,9,6,17,110,6,16,27,14,38,58,10,5,3,74,37,70,27,7,13,11,138,2,31,25,19,13,46,11,52,0,9,6,24,2,2,54,15,14,10,34,29,3,16,19,18,13,23,22,62,96,28,9,40,11,19,7,12,61,4,71,8,7,33,13,30,7,7,24,20,10,13,33,33,17,40,18,24,10,26,12,17,20,15,25,3,41,22,17,23,24,17,14,20,15,12,11,11,3,8,7,7,27,10,37,36,31,30,25,26,8,34,10,19,8,3,7,11,4,6,11,9,16,36,25,14,19,7,27,19,6,15,3,5,7,14,6,11,27,5,14,31,23,47,8,8,11,32,6,14,12,3,7,7,13,12,13,31,10,10,79,17,11,7,9,12,2,11,9,8,10,5,13,19,8,19,8,10,9,4,15,8,11,7,7,10,22,6,23,7,4,13,13,8,9,6,18,8,35,16,6,4,13,9,5,25,2,8,12,20,11,14,4,5,6,8,7,13,10,8,6,8,6,4,20,42,11,6,4,18,2,7,9,17,8,6,3,7,3,7
1,11,2,4,21,7,42,8,4,2,8,2,34,2,3,13,2,17,33,5,3,1,29,29,30,8,0,6,2,42,1,1,7,6,6,20,2,17,0,1,2,6,4,4,27,3,9,6,9,9,1,3,6,6,1,6,5,22,16,6,7,17,7,4,4,3,5,3,19,2,6,20,4,11,3,1,3,0,2,6,14,2,1,8,12,6,5,5,3,7,1,2,7,0,4,7,6,7,1,3,6,8,5,8,0,6,5,4,3,1,7,2,3,9,1,19,3,3,1,7,8,6,6,1,2,0,1,10,2,2,5,8,9,2,4,9,9,0,1,15,2,2,2,3,1,5,6,0,8,6,4,21,1,7,6,11,1,2,7,0,3,3,8,1,3,4,6,8,4,7,8,0,11,5,3,12,8,0,5,1,3,3,3,10,14,0,6,5,1,8,8,1,8,1,11,5,7,2,5,6,4,14,1,1,8,3,1,2,3,8,13,1,3,1,1,6,1,7,3,2,0,1,2,4,3,6,3,3,3,4,2,0,0,5,2,4,1,11,3,4,1,0,6,0,0,1,1,7
1,3,0,5,17,8,34,6,1,1,4,2,36,7,3,7,4,17,27,2,2,2,40,13,13,12,0,7,12,51,1,7,11,5,9,13,5,16,0,7,2,8,2,1,12,5,17,2,10,18,3,10,2,6,0,3,5,20,17,8,5,23,2,3,0,3,7,5,25,6,2,14,8,16,2,2,12,3,3,2,13,6,5,6,3,7,2,4,5,6,2,4,8,4,2,4,1,7,5,7,2,17,7,3,4,3,3,0,1,3,14,8,15,10,1,8,4,3,0,5,9,3,1,2,2,5,6,0,2,0,2,2,0,1,15,6,12,6,12,3,0,4,4,12,1,0,4,3,2,5,5,4,3,1,0,5,4,4,2,0,2,4,8,4,6,5,4,10,12,3,1,5,1,4,1,4,2,1,6,2,2,22,3,7,8,2,2,3,1,4,7,4,5,3,7,1,4,2,3,2,3,0,0,7,15,4,12,1,3,1,2,1,2,4,1,6,1,1,7,3,1,2,2,6,5,0,0,1,0,1,4,2,1,1,7,5,0,1,3,1,1,6,3,0,1,3,0,7
1,9,3,4,8,5,68,3,12,3,2,3,58,0,8,8,0,7,31,5,1,1,29,9,16,8,0,16,1,62,0,8,3,8,5,9,1,12,0,0,4,10,2,2,16,9,2,2,11,7,1,5,7,11,0,5,1,36,13,6,5,17,6,0,0,4,4,0,13,1,2,13,6,5,3,2,10,5,2,1,7,4,6,4,4,4,2,4,3,7,1,5,5,1,10,2,2,3,5,4,1,4,6,1,5,0,3,1,1,1,5,1,2,10,4,12,0,14,0,15,3,0,0,1,2,7,2,3,3,2,3,5,7,1,7,4,3,4,9,4,1,1,5,5,0,2,2,2,3,2,1,15,4,3,5,17,1,2,2,0,1,0,7,2,7,1,2,4,1,1,0,2,8,1,2,0,2,3,6,1,2,5,3,12,3,0,3,5,3,5,9,5,0,5,5,1,6,2,3,5,3,1,2,2,3,7,2,3,2,0,3,5,2,2,0,4,4,1,4,0,3,4,2,1,0,1,1,2,2,4,2,5,3,0,0,0,3,0,2,9,2,4,1,1,0,1,1,7
0,3,3,9,19,12,42,4,3,8,2,4,58,4,8,17,0,17,29,2,4,1,46,23,26,26,3,3,2,52,0,4,21,4,7,17,4,13,0,3,3,1,5,0,16,4,9,2,9,4,2,10,3,5,1,3,4,20,20,6,1,19,1,2,8,7,7,2,30,6,2,15,6,24,5,4,14,3,7,8,8,5,5,15,10,6,3,0,1,10,0,3,12,2,5,4,7,7,2,0,0,10,14,2,8,1,1,3,5,2,1,2,8,12,1,23,3,7,1,13,4,4,0,1,0,7,1,5,4,0,4,6,1,4,7,3,7,4,10,7,7,1,2,1,4,2,8,0,6,8,9,19,5,3,2,6,5,0,5,1,0,6,14,5,7,2,4,5,4,1,4,11,3,6,7,7,5,2,5,3,3,9,5,6,3,0,14,0,4,7,1,5,7,7,5,5,4,2,5,10,4,3,3,5,6,5,3,2,3,3,10,2,2,7,1,1,2,6,2,0,2,1,2,4,2,2,3,3,1,1,6,3,0,0,1,7,1,4,0,1,0,3,2,1,4,0,2,7
0,5,8,15,21,14,108,22,21,9,12,13,94,6,11,26,1,42,53,4,3,13,66,49,38,23,2,19,9,113,1,15,9,3,9,24,1,27,0,1,7,5,9,6,22,8,11,7,34,10,2,18,14,20,7,9,9,42,62,12,6,57,14,5,8,14,12,2,55,5,6,40,5,31,10,3,21,6,7,7,15,16,16,11,14,15,4,6,6,13,5,8,17,4,17,5,23,11,5,10,6,11,27,15,10,10,7,7,10,8,10,8,12,18,10,36,11,19,11,29,10,9,3,5,6,12,11,4,12,5,21,16,6,6,14,3,17,5,6,8,15,1,7,4,21,7,45,8,10,15,9,36,4,6,2,23,10,2,7,2,19,15,17,6,22,7,6,5,10,4,13,7,5,6,7,8,13,1,21,3,6,10,7,10,6,2,23,7,7,23,6,5,6,9,9,8,14,1,10,6,12,15,6,11,12,5,7,5,3,9,16,3,9,2,8,9,8,7,6,5,9,1,7,11,2,12,8,4,4,2,7,2,1,4,8,13,2,30,6,10,1,1,6,0,8,2,2,7
2,41,9,25,64,34,261,22,40,19,12,13,249,10,14,43,19,44,85,17,8,2,128,48,61,53,13,36,30,232,11,38,33,15,27,66,17,84,2,8,22,11,20,7,67,36,16,18,57,39,6,31,16,40,17,31,31,80,71,51,20,75,7,18,42,5,26,13,71,11,11,95,13,75,13,7,24,11,9,14,77,42,50,47,29,29,11,3,16,24,4,11,52,1,24,19,12,16,32,23,16,52,67,7,20,14,2,7,24,6,32,27,51,33,9,50,16,33,19,35,10,25,34,9,7,23,14,7,19,0,14,41,4,11,24,9,26,22,28,16,25,9,10,15,10,13,32,24,25,34,17,18,11,7,10,38,8,27,26,3,12,20,40,19,11,12,18,30,12,10,19,14,23,10,4,19,15,6,29,11,14,27,12,24,20,8,8,2,17,21,17,5,19,9,25,19,16,7,15,22,17,12,7,10,34,7,23,7,11,16,18,4,8,22,2,12,10,16,21,16,24,1,13,6,12,12,12,14,11,4,4,3,12,10,9,17,7,10,8,12,12,13,16,1,5,11,1,7
0,1,5,3,17,7,38,4,2,11,0,6,41,3,2,12,4,21,24,3,4,3,24,17,28,9,3,6,6,44,1,5,8,3,9,10,2,9,0,1,5,3,3,1,10,12,2,3,8,2,3,7,6,10,3,5,8,26,29,6,3,26,9,0,6,3,7,1,22,1,5,47,2,22,0,2,8,0,5,2,7,7,11,7,12,8,9,9,4,5,1,0,7,1,7,9,24,7,3,3,0,6,11,6,4,2,3,2,1,3,3,4,6,14,0,21,2,3,5,13,3,4,15,4,3,7,5,2,7,11,3,7,1,5,9,2,13,3,3,3,4,2,8,7,3,1,27,4,14,12,2,5,3,7,1,6,4,0,10,0,8,1,11,2,2,2,3,3,3,8,5,5,8,3,1,3,1,4,4,3,3,5,6,12,12,2,4,3,3,6,3,2,15,2,5,3,8,1,3,7,10,5,4,6,8,4,1,2,1,2,13,2,10,6,1,5,4,0,4,1,1,1,2,3,6,2,2,6,1,0,7,1,1,17,2,2,0,1,8,4,1,1,3,0,0,1,4,7
4,16,10,14,44,16,152,14,21,17,14,22,158,9,12,23,12,40,78,10,7,4,114,39,71,33,19,11,16,139,4,22,28,11,26,59,14,41,7,5,9,8,12,1,70,27,16,11,30,29,8,31,12,25,10,12,13,76,60,18,14,52,18,3,24,12,15,8,45,9,11,51,7,44,6,12,51,12,19,6,32,19,18,17,15,23,4,5,17,10,5,4,27,4,31,10,15,12,12,21,9,25,37,8,18,9,8,11,13,4,23,14,30,26,6,56,9,19,4,46,12,10,3,15,4,10,8,12,16,5,11,13,12,7,18,9,26,5,21,11,13,3,15,14,10,11,25,5,23,14,14,23,11,14,8,39,14,8,16,1,7,12,33,7,28,6,8,22,13,8,9,20,11,9,10,9,14,2,23,10,10,20,12,29,17,2,19,6,7,23,13,8,19,9,24,18,18,7,11,9,14,7,3,11,21,7,11,7,10,7,15,3,8,11,4,12,7,15,16,9,11,8,11,8,12,6,6,8,12,0,10,4,9,11,4,12,1,26,4,8,3,8,7,1,9,17,0,7
1,3,7,10,34,12,57,15,9,9,5,14,77,3,2,20,1,9,33,2,2,1,48,22,22,16,20,5,5,69,12,10,12,12,11,31,4,18,1,1,2,2,4,2,31,14,5,5,6,3,6,10,1,4,3,5,7,32,36,10,4,40,3,4,8,4,9,4,24,6,4,22,12,26,5,0,8,4,13,0,11,12,8,13,21,11,5,0,7,7,7,3,7,2,5,10,16,11,6,7,2,10,31,2,14,3,1,2,0,6,7,5,14,12,2,24,4,7,6,22,7,7,5,2,3,6,4,1,11,1,1,13,2,3,8,2,6,3,7,8,8,7,5,2,4,3,9,6,13,11,5,22,4,4,3,13,10,0,11,1,8,5,17,6,7,1,7,7,8,2,7,5,4,8,3,7,3,1,18,5,9,9,3,25,12,0,23,4,3,9,9,1,14,7,5,9,5,1,3,6,8,2,2,2,7,3,8,1,8,4,9,1,7,8,3,2,9,3,5,2,1,2,2,3,8,1,3,1,5,4,4,0,6,3,2,4,1,22,0,3,2,1,7,1,5,3,1,7
0,6,0,10,11,10,53,4,10,2,3,3,53,1,6,13,6,19,16,3,2,2,36,5,14,12,1,7,2,38,2,11,9,4,2,18,4,13,2,1,2,2,0,2,24,8,6,0,15,7,1,5,2,5,5,3,0,19,19,5,2,20,1,1,7,3,9,5,9,1,1,10,6,13,5,3,8,1,11,4,7,6,4,8,13,7,1,2,1,6,1,3,13,4,13,4,2,8,5,6,4,7,14,3,9,4,2,0,6,3,6,10,15,8,1,14,4,5,6,9,2,5,7,3,2,3,2,1,3,1,3,9,0,7,7,2,2,3,5,4,5,0,1,3,1,4,4,4,0,12,5,0,2,6,0,17,5,0,2,0,2,5,5,5,11,2,4,4,3,1,2,3,6,6,1,2,4,2,1,0,4,4,5,9,7,0,1,0,6,8,5,3,7,6,4,1,4,2,1,2,9,2,3,4,9,5,9,3,2,2,2,0,0,3,1,4,2,6,8,5,1,1,2,3,2,2,1,2,0,1,3,0,2,3,2,4,2,1,2,7,0,4,0,0,2,2,1,7
3,12,17,28,72,26,220,39,31,33,16,27,273,4,21,87,17,78,114,16,16,23,184,70,130,72,8,58,11,231,13,12,36,16,29,86,19,84,1,21,18,14,12,13,95,49,25,12,78,49,9,43,26,42,9,26,33,125,136,33,19,124,48,15,19,23,40,13,104,12,32,58,21,94,8,14,20,16,27,17,54,45,47,23,48,40,12,18,18,37,15,3,43,27,76,30,33,26,21,36,18,44,42,28,23,23,30,16,19,11,20,16,34,45,18,66,32,18,29,59,30,18,24,10,10,23,9,15,15,17,29,21,12,25,25,7,53,19,32,13,25,9,20,11,16,10,43,11,31,42,15,78,17,37,9,56,29,4,24,10,16,8,40,17,39,40,24,24,32,8,18,121,27,13,9,20,19,9,33,17,9,36,28,60,37,3,76,13,22,35,18,11,42,21,35,12,31,9,20,20,35,24,17,14,37,14,29,11,23,27,23,25,31,21,4,19,21,7,15,34,13,7,12,19,13,15,16,16,11,6,22,4,36,14,37,13,8,90,9,11,8,12,10,10,17,13,8,7
1,17,4,5,19,10,81,7,9,6,4,3,66,2,3,11,1,13,19,2,2,4,33,17,21,19,1,10,9,64,0,17,8,2,5,35,7,24,0,2,6,5,6,3,24,5,4,8,4,3,2,8,6,15,5,5,2,25,33,18,0,23,2,3,7,3,7,3,20,4,0,24,13,22,3,2,5,2,10,7,12,3,6,21,10,11,8,12,2,7,1,1,8,5,11,5,16,6,15,7,6,11,19,3,11,7,0,3,3,4,5,4,16,9,5,21,6,10,3,18,4,7,4,3,0,11,4,2,4,8,6,5,3,4,15,3,9,4,3,8,9,2,1,7,4,5,13,6,5,17,7,14,1,1,5,9,7,0,7,1,4,5,11,2,4,4,8,12,5,4,6,4,2,9,3,2,8,0,11,5,4,9,11,14,11,2,5,3,11,8,2,4,7,5,8,2,9,4,4,6,7,4,3,2,7,6,2,6,8,5,7,0,1,4,2,4,7,3,6,2,1,0,2,1,2,4,3,1,4,2,7,2,3,1,7,5,0,8,2,9,3,2,8,1,3,4,0,7
0,11,2,9,22,5,65,8,13,4,3,7,83,2,8,5,3,19,28,3,2,1,31,24,20,14,11,9,9,87,2,13,7,9,5,20,11,24,3,7,4,3,3,5,21,4,2,5,22,11,3,17,8,11,0,4,10,31,17,17,5,18,6,7,9,5,15,3,20,4,4,20,12,26,3,4,7,2,8,5,23,4,13,11,10,10,8,8,11,15,5,5,12,3,4,4,2,10,9,1,0,13,11,8,7,4,0,2,1,4,15,10,18,5,5,20,3,11,6,12,1,14,3,2,3,5,6,2,6,3,3,11,6,1,5,1,4,4,8,5,6,0,5,10,3,3,12,8,7,11,5,11,3,2,5,10,7,9,6,0,2,4,13,3,5,9,7,5,7,3,4,3,2,2,1,8,6,10,9,3,2,12,5,16,12,1,5,4,6,10,11,5,14,3,8,2,8,4,4,5,8,2,4,3,15,2,5,6,8,9,10,1,0,9,0,7,1,1,11,0,2,3,2,1,1,4,0,3,1,9,2,0,0,3,1,5,3,4,1,6,2,1,3,6,2,0,4,7
0,4,2,7,21,16,42,12,6,4,6,5,61,2,7,13,5,14,32,4,4,2,30,22,39,14,3,10,8,57,1,6,12,7,15,25,6,9,1,5,5,9,3,3,20,7,10,5,16,6,2,11,7,10,4,5,6,23,38,7,4,39,10,8,13,1,15,4,28,0,2,10,11,15,5,3,14,3,2,6,15,4,5,12,10,11,3,6,3,15,2,3,7,4,9,12,16,13,2,8,4,15,6,4,7,2,3,3,5,2,6,10,12,14,6,9,5,6,4,4,6,8,4,2,1,6,2,14,8,1,1,7,4,2,4,4,19,4,13,1,3,2,3,11,1,2,12,7,6,6,2,12,7,9,5,10,10,2,9,1,2,6,10,3,17,8,6,5,3,2,6,5,1,2,10,7,4,7,4,0,3,20,6,6,4,2,11,2,4,2,8,1,8,6,15,3,2,2,6,4,8,5,0,4,10,5,6,3,3,5,5,1,3,5,0,4,6,3,8,4,3,0,5,4,5,5,3,2,4,2,4,2,6,6,1,7,2,16,8,4,2,11,6,0,2,4,1,7
0,7,5,6,25,12,76,11,15,5,7,5,81,4,10,18,6,24,60,2,2,6,44,22,45,13,5,14,6,53,5,6,14,10,16,39,3,15,0,0,11,13,2,6,27,15,5,8,13,10,5,5,4,12,2,13,8,43,27,16,9,38,3,5,2,4,10,7,40,5,2,19,7,28,7,7,17,3,6,5,19,10,12,12,8,16,6,6,10,15,3,3,13,4,7,5,11,9,6,7,7,5,19,10,8,4,6,6,5,5,8,6,17,17,5,21,7,6,5,19,9,13,5,3,5,6,1,15,7,4,5,7,9,2,7,5,14,3,5,8,6,6,3,6,3,5,20,4,8,13,3,34,2,2,2,17,7,1,6,1,5,8,12,10,18,8,7,6,9,4,20,11,8,1,9,15,4,0,8,5,10,5,9,14,11,1,17,4,2,12,8,1,6,8,12,6,19,3,13,4,8,8,2,2,19,2,4,3,8,13,7,2,7,4,4,8,6,16,5,3,4,3,4,4,5,1,8,3,6,0,2,3,7,4,7,7,0,24,2,3,2,1,2,1,4,6,4,7
